6tilCYbheGMHo3Hw4F22hF,Short Dressed Woman,Lafayette Leake,https://p.scdn.co/mp3-preview/f87dd27f34265c3f5405abb4dcb47391637633ac?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.767,0.496,10,-11.399,1,0.0307,0.237,0.0723,0.0853,0.751,110.932,252133,4,4
79lwbvYgFFw3eNbBx4bBRw,Two Bugs and a Roach,Earl Hooker,https://p.scdn.co/mp3-preview/a9fcbbd56c4d3f2de8b51034f236f379dd45420c?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.523,0.568,9,-12.584,1,0.0751,0.652,0.00534,0.1,0.813,135.448,259760,4,4
73GEVn1tqk9bn0KbtWsiqj,All Your Love,Magic Sam,https://p.scdn.co/mp3-preview/31a696e7d22f6ed3d70e11054ce543adbd7653e6?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.433,0.7,11,-8.197,1,0.163,0.843,0.324,0.102,0.8,80.623,176186,4,4
2XBeWZJeIojOrFOfVvn2dF,Sadie,Son Seals,https://p.scdn.co/mp3-preview/5e4db696dac2fed813287f92d7c3c9bff6ef336a?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.502,0.753,11,-9.625,0,0.0395,0.142,0.00824,0.0891,0.927,122.656,367533,4,4
3Gq3uFAdJltar4ddwboPby,Little Red Rooster,Willie Dixon,https://p.scdn.co/mp3-preview/782c184978349071f3b5fbfbf7d120e838a1edf7?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.584,0.278,4,-18.566,1,0.0312,0.55,0.21,0.255,0.75,81.712,215027,4,4
7pzDaHQx6WFWtdx9PLPxcx,Double Trouble,Otis Rush,https://p.scdn.co/mp3-preview/294623696b5168de67183e4a1bdfda9748262f15?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.566,0.424,7,-8.689,0,0.0392,0.669,0.00456,0.175,0.431,105.768,163440,1,4
01noJYGB8kT65mi8Pc2Ola,I'm A Woman - Remastered,Koko Taylor,https://p.scdn.co/mp3-preview/ee860d56063698754b963d2ec0a716c3720eea8d?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.489,0.747,10,-8.295,1,0.101,0.0655,9.82e-05,0.0422,0.626,109.799,274440,3,4
0tYJ6uY0ETQOtOM8KySMSp,Mean Mistreater,Johnny Winter,https://p.scdn.co/mp3-preview/1a5fd7fe96f0d6d2430582b8b1df871e6b448c80?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.554,0.49,9,-8.725,1,0.0267,0.736,0.00728,0.327,0.578,67.591,232453,4,4
44s75M70lhq25s3CiW0pxq,Should I Wait,Luther Allison,https://p.scdn.co/mp3-preview/b57cd0f9931f1b0edddca78ee3c686eb6fa6c2be?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.638,0.738,9,-9.563,1,0.0271,0.0315,0.000634,0.211,0.816,104.098,304600,3,4
227N0C668UQBiN3T4HFzoQ,Blue Monday Hangover - Remastered,Albert Collins,https://p.scdn.co/mp3-preview/6cd08d47799bb3986c99a42cb7b9261f1ede5259?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.397,0.684,0,-5.843,1,0.0722,0.0742,0.0293,0.0689,0.72,180.523,334400,3,4
6ECnAHxGQilDe32zQqfdz3,You Don't Want Me,Earl Hooker,https://p.scdn.co/mp3-preview/2e6e26bbcf347f7d91b98031638e7a6a58878e1e?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.593,0.464,7,-16.925,1,0.0374,0.509,0.000214,0.166,0.763,113.001,316667,4,4
3kkCpDqhrOEBf0eOR2igEE,Give Me Back My Wig - Remastered,Hound Dog Taylor,https://p.scdn.co/mp3-preview/a7a5149d84ed7489997b3d6ba86a12b9e9daa294?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.641,0.905,9,-6.805,1,0.0542,0.0962,0.00309,0.114,0.789,107.955,214520,4,4
5KZrHPwscBkXturVJCJlM4,Now That I'm Down,Son Seals,https://p.scdn.co/mp3-preview/06b782f33b5f292ca473d1319a2f816d2e38930b?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.49,0.338,2,-13.657,1,0.2,0.472,4.31e-06,0.109,0.463,140.533,362400,3,4
512gC8sU5PxZAFrskHEfzk,Little Angel Child,Jimmy Dawkins,https://p.scdn.co/mp3-preview/d61ebc61c467f748ca2ebb49ece66f7cf64cc8ae?cid=7ed7c46c328045f7bc4fca6c7d81d3c0,0.5,0.638,2,-7.262,1,0.0461,0.125,0.0285,0.199,0.746,122.621,239267,4,4
